genus	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Pluralibacter	0.330823	0.0228155	0.0	0.0	0.5765455	0.0	0.0	0.0	0.0	0.0	0.0	0.0228155	0.0	0.0	0.0	0.0	0.0	5.455286	0.0	1.8781660000000002	0.0	0.0	0.2149215	0.0	0.0	0.0	1.51306	0.0	2.2000919999999997	0.022359	0.0	0.5878395000000001	0.0	0.0228155	0.0	0.467488	0.0	0.0314855	0.0	0.0	3.4349195000000003	0.2952315	0.0	4.849475999999999	0.0	0.0	0.0228155	0.0	0.143167	0.0
Phaseolus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.489798	0.0	0.0	0.0	0.0	0.0	0.0
Porphyromonas	0.0037692424242424245	0.0003666875	0.0008763825757575757	0.0013182026515151516	0.0022894526515151517	0.0012376070075757577	0.003546783143939394	0.0005491145833333333	0.002009913825757576	0.003389661931818182	0.00048821875	0.0005377926136363637	0.1916969375	2.21286725	13.132510128787876	0.0008398295454545454	0.0016938844696969698	0.0	0.0003666875	0.0	0.006284125946969694	0.0006094867424242424	0.0007287916666666667	0.0022945454545454545	0.0014411297348484848	0.0014502481060606062	0.00337654071969697	0.00017967708333333334	0.0018084441287878788	0.00017692613636363636	0.0007506164772727273	0.0008993011363636363	0.032013274621212125	0.095323625	0.09346154261363637	0.006454991477272728	0.0010861666666666667	0.002203703598484849	0.00018334375	0.0023013456439393933	0.0	0.0	0.0008748257575757576	0.0009121344696969697	0.00018334375	0.0	0.00017312026515151516	0.12827670833333332	0.0008425274621212121	21.146384419507577
Moonvirus	0.0	2.7502620000000007	1.1597896666666667	2.033038	0.38017733333333337	0.153355	0.0	0.0	0.0	0.0	0.0	0.0	0.9812623333333333	2.006903	0.0	0.0	0.08668866666666668	0.0	0.0	0.15368533333333334	0.0	19.379754	0.0	2.5596633333333334	0.0	0.5754436666666667	0.0	0.0	0.15269533333333332	0.0	0.9101786666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.100442	0.06578666666666667	0.0	0.0	0.0	0.6706120000000001	0.0	0.4807693333333333	0.022002333333333332	4.541419666666667
Bxz1virus	2.3995558571428575	2.3994310952380955	0.9385401666666668	1.809399333333333	2.699926380952381	0.38067361904761904	0.40750897619047627	0.5173788809523809	0.7461277142857141	1.4184566904761906	0.9638837857142856	0.9456482857142858	2.0377607142857146	2.5228323571428573	3.4670048095238095	1.9315602380952381	2.078857023809524	1.3805823571428573	1.693936785714286	3.345059404761903	0.672740642857143	2.4466678809523814	2.8044187619047625	1.0182844285714288	2.429199738095238	1.1397691666666667	0.4500215714285714	3.2331281666666665	1.0839824285714286	2.5008302857142857	0.8249160476190476	1.8074900952380955	2.0491759523809523	0.8029403095238095	6.783360428571427	1.7402475714285712	2.8243665476190474	2.1075912142857147	1.2854375952380952	2.0238236666666674	2.282933452380952	1.3061258095238093	4.525912619047619	2.096909380952381	2.767694785714286	3.6181102857142857	3.5531753333333325	1.7085531666666662	0.40198195238095236	1.4994009761904763
Lambdavirus	951.689376897292	1.9236695950357923	7.409140930065361	3.2025979128540305	37.74875328052445	41.11618242005136	19.00996606348428	82.88892690662152	1137.8294392248058	1.702436457671958	543.0253143280112	196.17585415345465	32.27301912845472	5.227829506605977	26.889874436780268	106.1882210372549	53.614701337254914	85.5031616607065	331.4817343456271	21.43007376641768	12.743169243308435	10.714740840460628	10.239557230314349	6.334816173155929	0.9555436346872083	17.70891784491908	886.1071165967787	7.148601694996888	91.97831510679272	185.85539924382974	1.531591997657952	10.890490368207283	571.3198155704636	0.7847387983271086	17.388896706956118	40.17710953638343	17.291361349852163	14.873865606045756	922.0501720387642	2.9107859694055405	19.426531508473392	12.19833220418612	7.316485394296609	22.514374214534705	2.006564676719577	121.75369099786023	144.4900999975957	30.758658080602242	37.621454277995646	20.1879756713352
Tsarbombavirus	0.0	0.0	0.0	0.0	0.0	0.0	0.567606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.022189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.151525	0.026103	0.0	0.0	0.0	0.0	0.0	0.0	0.149439	0.0	0.0	0.0	0.0	0.0	0.0	0.12947	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Norovirus	1.2687805	4.8425015	1.4564997499999999	0.529289	1.0405275	0.32304425	1.7182459999999997	2.289557	0.66531675	0.6940057500000001	1.823965	0.033319	1.59192925	3.8110225	5.5410235	2.6164735	0.44509574999999996	1.533197	87.28520875	6.385446	5.558945	0.015504	14.44112025	0.7947204999999999	4.5056745	0.7911889999999999	1.1287425	1.43300575	3.2369072500000002	3.0772715	0.14124925	5.810075749999999	3.22967925	1.1135027499999999	7.44757475	0.9494085	2.75111225	1.475691	0.271714	1.80495975	1.01456825	1.11267275	1.021919	0.49857375	0.05367575	7.68606625	2.8933050000000002	5.75093825	0.88665525	8.61938875
Akkermansia	0.01457449012775842	0.06963578745644604	0.018137504065040645	0.0015364738675958185	0.0041618606271777	1.4803516991869923	0.025912773519163764	22.27673732404184	0.2670608513356564	0.1952899965156795	0.003243770034843206	0.0008559941927990708	3.6482705656213694	0.0005749756097560975	1.6914637351916393	0.0021396480836236935	0.0008148524970963995	0.020023371660859463	0.007314488966318234	2.102094800232286	9.938122193960517	2.309984723577235	0.0007139488966318233	0.03639847967479673	0.5586843228803721	0.05724534843205575	0.007500814169570268	0.00449802787456446	22.94937244715449	0.0005451207897793264	0.05623965853658534	0.00591038675958188	0.0006053368176538908	0.0	0.004311937282229964	2.5554096666666677	0.001156246225319396	0.4510648222996515	0.04542763414634147	0.02777984320557493	0.0006891695702671313	0.025312216027874566	1.7923325249709616	0.00019702090592334495	0.0005676202090592335	0.0033930313588850175	0.9840828780487808	0.0013616585365853657	5.469770993031358	0.0011512938443670152
L5virus	0.4226915	0.124099	0.031338	0.545371	0.2621435	0.0	0.355068	0.547168	1.3050075	0.0912885	1.286524	0.0606395	0.4162545	0.145859	1.3665015	0.09314249999999999	0.0	2.1265015	0.3074785	0.49812	0.0	0.0	0.241038	0.574166	0.0	0.1229915	0.1236095	2.52194	1.8997195	0.0	0.0918205	0.3671195	0.8170575	0.031338	2.5423375	0.1862255	0.0618045	0.6363925	0.185105	0.031338	1.369478	0.244124	0.12262699999999999	0.030868	0.031338	2.3918445	6.4187009999999995	0.288937	0.7232879999999999	0.289555
T5virus	1.9794247424242422	3.125876454545455	2.932259	3.10271	3.8237417272727274	2.2028926515151515	1.8454643636363637	1.5399561060606062	1.2506134545454546	1.3033311818181816	4.513298681818181	1.085760696969697	2.291863318181818	3.665177863636364	9.678723727272725	11.702201409090913	3.5158775303030296	5.579986121212121	35.56838227272727	4.127083696969697	1.254857409090909	4.704997106060607	0.7533307424242425	0.562847909090909	16.81949709090909	0.5444115454545455	0.38775350000000003	2.880570818181818	5.683067075757576	4.843355560606061	0.4440878181818182	0.5102067727272728	7.44460356060606	3.1867845909090913	0.24265636363636364	3.6911615454545457	15.388230803030304	0.48515290909090913	3.6671270000000002	5.941590196969697	6.011924939393939	3.8464792272727277	3.243250136363636	1.6482566060606059	6.4197488636363635	6.311070818181818	11.146939863636362	2.6982723636363635	0.8169388787878787	4.417364
Corchorus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.365138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.069726	0.0	0.0	0.0	0.0	0.366972	0.0	0.0	0.366972	0.0	0.0	0.0	0.0	0.0	0.0
Silviavirus	0.0	0.018031	1.58073825	0.0	0.0	0.0	4.02536675	0.0	0.479175	0.016456	0.075448	5.4980255	0.0	0.015139	0.6287622500000001	0.886622	0.143437	2.0837665000000003	0.0	0.052517999999999995	0.049284	0.139378	1.806977	0.03606225	0.0	3.10447175	0.0	2.720915	0.26914125	6.3174874999999995	0.99442925	0.0	0.0	3.69440025	17.304094749999997	0.40025875	1.11132075	0.06574	0.082195	0.082113	2.614117	14.583422	0.511325	0.098733	0.016456	2.15332725	2.5516437499999998	11.809381250000001	0.0	0.230294
Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Malus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnoclostridium	15.277655205876309	42.43227388529298	12.591129804592068	33.07263018377649	5.601485450947722	2.337879318982924	11.63379092061955	10.535718057578958	13.832760565556015	11.305772069727515	48.22358027891569	8.979202234301901	9.41696844539754	15.006471782466093	7.956064852063804	11.111743011342305	40.56080355721351	20.182434777800445	9.011939608290668	30.526148589816067	4.858531855925397	4.763162898638462	14.435188692139445	2.84351720352344	40.18204892539942	9.903521110317067	1.297354248765144	62.20131355809747	9.47066367227766	57.43964017911017	3.1987162746361344	13.003702532197137	16.548232537545825	31.912190631605085	89.18075641538266	23.238461515483475	21.566074386054698	10.592680256964348	18.750936384204326	22.929541679738428	55.4534691881566	15.630318720362807	8.787773550471151	16.152118959297443	38.88166461705726	31.27843529345015	36.93249772483598	5.021194854609047	6.412109979384819	53.680807644455896
Plutella	0.0	0.0	0.0	0.0	6.623365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.263062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777939	0.0	0.0	0.0	0.0	0.0	0.340349	0.0	0.0	0.0	0.0	0.206821	0.0	0.0	46.857754	0.0	0.0	0.0	0.0
Pantoea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203874	0.0	0.0	0.0
Ruminococcus	3.4828068163998784	12.651430865141773	10.523515384008675	16.87138097837261	54.260854942718034	6.373854120927813	23.871355854576233	0.9269285493608261	12.525675946736907	15.693614391795636	9.364383203091672	7.559217176765228	127.18587126931017	32.816582627652004	248.57339013406323	104.92614096025949	11.921400956984554	92.491774441434	0.24248984898659554	45.8301070232788	21.66407312582988	29.90908466735945	0.38741397130616656	1.1905963394942267	2.606189247771121	0.7175427933402618	0.8216904640654703	30.118131009784676	112.85215506685986	15.593489649749046	2.3088857818420188	0.7107056762052475	103.11427134205981	4.954635219557528	0.8427560716833628	29.23026674981689	4.66703208318477	3.4755449442553625	0.8092238132959062	14.142862433754955	104.16067312497114	49.37700812167279	19.37750378859139	18.63101398212132	32.989682887113005	8.224046789151858	180.4793208789955	10.253952885222134	15.401654849115522	49.98441286633481
Ruminiclostridium	2.0899070873469032	0.30844657083747085	1.3372566486262825	1.9967293911370403	3.7884144864076497	0.6022738702623307	0.41910313836477997	0.31189958072658064	1.513278105139027	0.44733768725173784	0.678618681583085	0.6460007763571662	2.409998215967396	5.594913046073325	0.4787000465284673	0.9848539189837804	1.827809426473022	0.3498018152515723	2.656369500993043	2.3266618258027134	0.8109547091194964	1.7656925079857655	0.5619860678790136	0.29150058571251247	2.292371449168324	0.9344128283887796	0.39614913757861636	5.380490329154258	8.83823032803707	2.4494843019074817	0.1610052637578616	0.17327316298411122	1.9337117724263482	10.107765258316771	0.38727213838546837	7.013678507468553	6.651982645191989	0.6924582692816947	1.1759305282811991	0.5773018143412776	1.8766273964333002	0.6048324483200928	22.698642687499994	1.4095863995572646	2.6475142255875532	0.6891271010013239	1.224477171052631	0.33479212653094986	0.16488027743296926	1.6404521268619667
Prevotella	0.200122	0.04051	1.339275	0.04051	0.0	5.258457	0.856391	0.235973	0.400041	0.081021	0.0	0.162042	0.422118	0.440348	28.1227315	6.342856	0.081021	0.080616	0.0	0.031598	0.04051	0.079806	0.920194	0.784484	0.402471	0.458173	0.04051	0.0	0.243063	0.0397	0.197286	86.824008	0.04051	0.313753	0.519749	0.236581	0.159003	1.919587	0.262102	0.076565	0.026129	0.0	0.240632	0.182702	0.955236	0.0	0.120519	0.04051	0.0	1.088718
Iotatorquevirus	111.220401	0.364299	0.0	0.0	0.364299	0.364299	0.672131	8.632058	196.30605	0.360656	135.752335	6.19672	2.528235	0.0	0.0	0.0	0.728597	10.369775	4.715852	5.673958	0.364299	1.045537	1.526412	0.364299	0.0	0.730419	207.726755	1.034608	11.098365	30.750462	0.0	0.593807	134.211274	0.0	0.364299	0.349727	0.0	0.697632	120.158453	0.0	2.377051	0.0	0.0	0.723133	0.0	2.78506	12.102012	0.364299	0.335155	1.074681
Citrobacter	1.2490634615384617	0.0	0.2518563846153846	0.0	0.7887188461538461	0.0	0.0	0.0	0.0	0.0	1.311908703962704	0.014183153846153847	0.030414692307692313	0.0	0.0	0.0	0.0	3.613333023310024	0.031799181818181824	0.5483006317016317	0.0	0.0	0.021796	0.0	0.0	0.0	5.389568932400932	0.0	1.4868582797202794	0.0	0.042647461538461544	0.44922813053613064	0.0	0.0	0.0	0.007431538461538462	0.02479884615384615	0.017871230769230768	0.0	0.0	0.0	0.03616353846153846	0.0	0.0	0.0	0.039435	0.0	0.0	0.004210307692307692	0.0
Shigella	0.0	0.0	0.0	0.0	0.1179105	0.0	0.0	11.41627	0.0	0.0	0.0567165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213004	0.0	0.0	0.0501495	0.0	0.0	0.0	0.0	2.026178	0.057612	0.0	0.0	0.0	0.2175105	0.0	0.0	0.0	0.0	0.0	0.3997015	0.0	0.0	0.0	8.297541
Alphabaculovirus	11.894289599999999	5.143397	0.7769136	11.040646	8.354409200000001	0.20572089999999998	1.4568569	27.878502899999997	5.856598	0.0	7.8586778	1.1159658000000001	153.8213058	0.0	122.4742805	13.275977099999999	9.8230373	54.023972099999995	13.471579299999997	9.9336105	5.338439999999999	8.9879454	0.11933150000000001	0.7593315	2.2837619	0.302692	54.45579410000001	0.7478294999999999	35.5748586	0.054184	0.959717	0.07797889999999999	0.055603	2.245392	0.0	1.122105	0.7235553	0.22963459999999997	1.6137657	15.875721899999998	4.3235001	0.0484025	23.170018799999998	201.9309705	21.176447	5.792268	14.4468252	12.2399612	20.2692756	11.0169006
Spbetavirus	39.6061745	17.025707	8.2922475	53.2011415	8.432843	3.6395085	14.4746275	3.189332	44.5604585	5.2740725	21.311672	5.5293925	96.5868565	27.3695425	6.472199	42.149397	2.642521	109.825658	45.3624185	11.8926085	6.919029	2.915425	38.6480095	6.3990995	17.9594695	21.715458	2.5283045	13.7336295	21.543376	11.863004	10.41107	7.7109355	19.589101	4.792413	106.7366515	5.387624	7.208675	10.0372645	3.8824315	6.9448145	26.823246	6.9952715	22.3115945	12.500505	34.151557	81.073615	21.481822	8.8815935	4.5202635	25.537348
Mavirus	0.0	0.0	0.13118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384531	0.0	0.0	0.0	0.0	0.0	0.0	1.221271	0.0	0.0	0.0	0.0	0.0	0.0	0.3441	20.551751	0.0	0.0	0.0	0.0	0.0	0.0
Rothia	0.45163960000000003	0.11827939999999999	1.8481838	0.0	0.8136586	0.41402779999999995	2.108024	0.067683	0.231735	0.0	0.34034380000000003	7.3485005999999995	0.1601928	0.0	3.831913	0.0	0.437024	1.360446	0.0477326	7.4568129999999995	0.2425662	0.1182636	0.9501492	0.0	0.1151082	11.373469199999999	6.635591	0.11803139999999998	3.5192044	0.11915659999999999	1.384271	0.170574	0.083819	0.446437	12.74997	0.587181	2.461134	29.200813	1.237562	0.0	1.399767	0.07054679999999999	3.1042792	1.7307888	0.8052396	0.6192104	34.060516	0.13648159999999998	1.74406	0.8588968
E125virus	4.028579	0.0	0.0	2.873797833333333	7.636244333333334	3.1751074999999997	0.7071408333333333	9.866169000000001	0.004597166666666667	0.0	0.0	0.091872	2.1290876666666665	0.028775	0.2761478333333333	4.0332115	0.28267133333333333	1.9982535	4.7104495	12.153959999999998	6.624714666666666	0.178831	0.0	3.6595204999999997	0.021597166666666667	2.302987	0.40091750000000004	0.1974285	0.0	4.4865425	0.0	0.04276116666666666	0.07712066666666667	1.84153	0.0031135	0.007007166666666666	3.947769333333333	0.40131916666666667	0.038310000000000004	0.0047188333333333336	0.133398	4.001582	3.1193081666666664	1.040937	5.851847499999999	0.004451166666666667	0.06571733333333334	0.0046945	0.0063765	0.46580116666666666
Che8virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23799	0.0	0.0	0.0	1.428341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lentivirus	1.9567279444444443	0.27102649999999995	0.40816366666666665	0.04774266666666667	1.1502388333333333	2.7470905555555554	0.0	4.311023444444444	45.319218	0.04698650000000001	0.6212428333333333	0.6163846111111111	2.0128710555555553	0.10875705555555555	0.5234461111111112	0.4480674444444445	0.056757555555555554	1.073060222222222	0.041069666666666664	1.7985203333333333	0.21881583333333332	0.2523968888888889	0.32660161111111113	0.0	0.3993944444444445	0.22869594444444447	0.0236915	0.027678333333333336	6.605251055555556	1.1000400555555556	0.009591833333333334	0.06385755555555556	0.4465598888888889	0.12141827777777776	0.04991005555555555	18.87845244444445	0.2934996111111111	0.22238072222222222	0.06680611111111111	0.19166033333333332	0.052132	0.11619622222222221	0.5065215000000001	0.24091855555555558	0.05626333333333333	39.40719661111111	2.002725555555555	2.7513175000000003	0.3479051666666667	0.8080264444444443
Indivirus	0.8232073999999999	0.17366140000000002	1.0719830000000001	3.4594195999999995	0.1237334	1.6283714	0.5454014	0.5498828	2.0799516000000002	3.2956740000000004	0.5418308	2.2861706	1.1256816	1.3269624	0.9674102	2.5488975999999997	0.184918	0.49824520000000005	0.007794199999999999	1.6729774	1.5559558	11.8218172	11.3460622	0.7358142	2.3174444	1.1104832	0.0	2.5603268	0.054520599999999995	1.1416986	0.1683366	6.3222538	0.5904132	1.6426448	0.9781283999999999	1.0514964	0.1662506	0.37653919999999996	2.9993384	0.1664846	1.003328	0.0329354	1.0959784	2.3692582	5.1169138	0.13593139999999998	3.0584904	0.0930242	0.7267395999999999	19.3966486
Klebsiella	2.781099188392859	0.02363629215230253	1.7498694383839475	0.0005417112204163103	0.736200390200848	0.016592028318363265	0.09473296368869413	1.4805581118967406	6.362274836652594	0.01955911134873112	1.884302044179498	0.30205666520975905	24.447348146849148	0.0020504356287425153	0.7009142594498501	0.002404931886227544	0.05704358249126749	0.9648879515878962	1.4676479598205376	3.771130661817435	0.018828608381451378	0.05462783308205018	0.10279175442418728	0.058632339071856346	0.00031208907185628745	0.44888229136459246	320.4256641623793	3.786111103088462	0.5989189315921731	0.10985075670088398	0.0026165260461220416	0.37124985077790845	0.5606762220024233	0.0040121327568078125	0.033702540142928415	27.25572136095402	0.26477912179213003	1.3854179493290193	2.959783113219987	0.022926624398524387	0.4750563384525593	0.32220708952184896	0.5072733716281729	1.9732587003849449	0.0016170282916310238	12.517644177477203	0.0638930021786784	0.062460641694289984	1.5077167468553956	0.04281248448638435
Acidaminococcus	0.17209985436893202	0.002441419240953221	0.00016129126213592233	0.0	0.0	0.0018683618711385702	0.01128579523389232	0.0018447078552515444	3.510412330979701	0.000807413945278023	0.0	0.008943090026478376	0.0059967316857899395	2.0289125772285965	0.0027193821712268315	4.168137687555164e-05	0.0028980944395410415	0.03347094263018535	0.0016922815533980582	0.038272568402471306	0.0007716381288614298	0.005729747572815535	0.002133019417475728	0.10026056575463373	0.003809206531332745	0.010250289496910855	0.0001516513680494263	0.003919492497793469	0.00041688614298323034	0.003404746690203001	0.0018464854368932038	0.000508135922330097	0.002118065313327449	0.0011634757281553398	0.0015668172992056486	0.0	0.040222413062665496	0.004333557811120919	0.00012935834068843776	0.0026459664607237417	2.6368868729037933	0.00658169196822595	0.10774907149161526	0.00016061429832303617	2.165399533097971	0.0	0.004337207413945277	0.0	0.01598548367166814	0.08013279964695498
Epsilon15virus	30.914671790909093	0.03157355	0.8371739999999999	0.08572054545454545	4.731841263636364	2.0751821	0.9891864545454545	30.831731095454543	54.311428736363624	0.5938597000000001	30.995441127272727	3.203745495454546	8.511374845454545	0.8679222318181818	1.1568123318181818	1.907982459090909	1.5410107181818182	7.3701407409090915	11.998517840909091	9.423552822727274	4.095317622727272	2.7298559681818184	0.1874462363636364	2.1345739272727275	1.7246823954545454	2.4923964954545452	174.52232179545456	3.368307377272727	9.199044959090909	8.758651795454547	0.46350872727272724	0.4177255818181818	37.3409856	1.5363218818181816	0.3600735409090909	6.253056372727273	2.61211745	0.8068283454545455	39.22045082727272	0.3213689318181818	0.5981304636363636	2.8072299181818186	3.9940043181818186	1.320149340909091	4.024377981818183	54.41192224545455	23.30128939545455	1.2017925499999997	1.3009958318181818	3.095726595454545
Proteiniphilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Linum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97832325	0.0	0.04367025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129784	0.0	0.0	8.40339175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5960565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03723	0.0
Sextaecvirus	1.719492	0.0	2.636492	6.450982	54.363746	0.0	0.0	0.013164	0.047026	0.0	0.047026	0.04679	0.0	0.0	0.047026	3.298847	0.0	0.324712	0.065491	0.0	0.210205	0.328474	0.0	0.0	0.472372	0.0	0.026328	0.047026	96.605426	0.15698	0.0	0.026328	0.0	3.565178	0.0	2.737597	0.0	0.0	0.0	0.0	0.0	0.046085	1.009907	1.629673	0.0	0.047026	1.498942	0.0	3.072655	0.0
Orthotospovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.667414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.526158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.036624	0.0	0.0	0.0	0.0	1.402092	0.149477	0.0	2.626309	0.0	0.0	0.0	0.0	0.0	0.0
Simplexvirus	155.30469433333332	6.912154666666667	3.5669443333333333	15.672552	18.835124666666665	6.424390333333334	8.319968	12.837151999999998	259.61828966666667	6.203832333333334	178.688394	15.766646666666665	8.631909	12.228717666666668	2.868002333333333	1.924457	8.057944999999998	20.463240666666668	43.25790966666667	8.037586666666668	7.432908666666666	2.599839	11.510827	20.075278666666666	0.6533026666666667	5.181502333333333	288.722133	10.935041666666669	16.456062999999997	29.911902666666663	0.48028166666666666	3.0975230000000002	176.17225233333332	1.2082473333333332	2.1252643333333334	30.035937666666666	1.22581	6.400899666666667	196.47616766666667	2.0280436666666666	3.024783333333333	1.4237603333333333	4.659044	8.865798	8.923765666666666	1.7295420000000001	13.018603666666666	4.99242	7.599824333333333	8.843751333333332
Methanobrevibacter	0.00028942335766423354	0.0	8.858245206204385	0.0	0.0	0.0	0.0	0.0	0.00015516788321167881	6.871897810218978e-05	0.0	0.0008540091240875913	0.0	0.0003169835766423358	0.0008759653284671532	0.0020684908759124087	0.5809885839416056	7.609671532846715e-05	0.0	0.0006024598540145986	0.0	0.0	0.0063146751824817516	0.0	0.0	0.0	0.0	0.35061658759124087	0.0	0.0014332791970802922	0.0016101277372262772	0.0	0.019466065693430654	0.00014080474452554743	7.246897810218977e-05	0.0006335675182481751	0.0	0.07791434489051093	0.018071313868613145	3.0355188485401485	6.593795620437957e-05	2.166938958029196	0.0	1.6302229525547447	0.0	0.0005711861313868614	0.0	0.0	3.0086654470802925	0.0005016058394160584
Enterococcus	0.7712645	6.366634666666666	4.903432666666667	10.205863166666667	6.733275	0.37815983333333336	1.8972948333333333	0.2650226666666667	1.710218	1.0460358333333333	35.29693583333333	1.7309535	1.9584338333333333	3.8628101666666668	14.541554000000001	2.9860778333333333	3.6733178333333334	75.97449816666668	2.6139191666666663	2.618380166666667	2.427347833333333	2.3406031666666665	10.579623833333335	0.4290871666666667	7.889032666666667	1.2799795	1.0937248333333331	4.413371833333334	5.402162499999998	1.7892246666666665	0.5167465	1.2398133333333332	1.2017909999999998	0.9165601666666667	21.372215	1.1829459999999998	4.630920833333334	3.6336671666666662	0.7328711666666666	4.778125833333333	2.0048756666666665	1.6842678333333332	3.641762833333333	3.290487166666667	0.8810255000000001	4.176572	13.549214833333332	3.375611166666667	1.0857838333333334	4.175135666666667
Cp220virus	0.022652	0.0	0.0	0.022766	1.849812	0.9800679999999999	0.043654	0.03358	0.0	0.0	0.155436	2.8702799999999997	0.011383	0.0	0.045532	0.0	0.077974	0.011383	0.044849	0.0	0.0	0.011212	0.090495	0.093951	0.0	0.151258	0.068298	7.1026229999999995	0.011383	0.0	0.022766	0.101138	0.0	0.230603	0.011383	0.27334	57.581839	0.011383	20.076963	0.010928	0.022766	0.078258	0.788845	5.068609	0.03284	0.206716	0.011383	0.022766	0.021798	0.0
Rb69virus	0.0	0.124417	0.0	0.0	0.0	76.971413	26.724417	0.0	9.324423	0.0	7.089269	0.897046	74.212441	67.433614	0.0	0.0	20.958938	0.0	0.0	0.0	0.0	4.129705	0.186625	30.967025	127.111635	0.061897	0.0	0.0	0.0	0.114463	3.79409	0.0	65.948679	0.062208	0.0	0.062208	3.394714	0.0	0.203422	19.578234	0.122862	0.061586	4.373873	0.0	188.646054	7.943698	0.061897	16.755208	0.0	0.0
