genus	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Rudivirus	0.0	0.326255	0.0	0.0	0.0	0.0	0.056251	0.0	0.0	0.0	0.0	0.0	0.028125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249895	0.084236	0.0	0.0	0.0	0.055688	0.0	0.0	0.0	0.0	0.0	0.0	0.263113	9.813108	0.083533	0.0	0.0	0.139221	0.0	0.0	23.885249	0.0	214.928866	21.973423	0.562369	0.0	0.028125	0.0	0.0
Oxalobacter	0.0001126551215917465	0.7583472173913042	0.0	0.0	0.7649606448047166	0.00030904716285924834	0.00026667870302137073	0.00023850921149594693	8.438688282977156e-05	0.00042973839351510693	0.0	0.0010793971997052321	0.0007866720707442889	0.0	0.0008498275607958732	0.00018608548268238763	0.0004268835666912306	0.001661654384672071	0.0008256838614591009	0.027897089904200433	0.0	0.04692370817980843	0.002865245394252027	0.007252954310980102	0.2881085401621229	0.14572047310243172	0.2615248938835666	2.8407881238025072	0.01793573028739867	1.4448898865143718	0.5815501775976414	0.0	0.0002495497420781135	0.00028303316138540897	0.45633869638909397	0.0025261908621960214	0.04994731466470153	1.4253400596904937	0.3640327538688286	0.0006456425939572587	0.0	0.003151484156226971	0.00026788430361090646	0.0013524767870302136	0.0008996698599852615	0.017029296978629326	0.0	0.0031341908621960223	0.0	0.0002245431098010317
Picobirnavirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.607285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lactococcus	0.624857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9180553333333333	0.0	0.076365	0.2458383333333333	0.14853	0.15273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10735366666666667	0.0	0.151203	0.022984666666666667	0.0	0.0	0.0	15.960557333333332	0.5548213333333334	0.0924	0.076365	0.0	0.0	0.0	0.0	0.017094	0.939524	0.0	0.3454186666666666	0.0	0.13045366666666666	0.07369233333333333	0.0
Nonagvirus	0.0	7.3918105	0.1621385	0.0	0.3751095	0.082165	3.987129	60.772549500000004	0.1233565	5.9914675	1.0960995	1.413346	1.3241669999999999	0.0	0.086547	4.8888995	570.5642655	1.276292	0.0	0.078002	4.0533465	0.035276	0.0	0.045249	25.072640999999997	0.7475404999999999	0.0	0.3080705	3.5008505	0.419559	0.0	0.5148	0.0	0.0	0.0	0.1232505	0.160386	0.0734005	1.4466860000000001	0.0924625	5.9297875	0.0	0.1312445	1.2351	0.0	39.454662	0.770052	2.538029	5.8257645	35.10461
Libanicoccus	7.680903000000001	0.0	0.8808560000000001	0.24727233333333332	0.025793333333333335	0.0	0.0	0.060245	0.0	0.0	0.0	0.814712	0.036501	0.015196666666666666	0.13646266666666665	0.06956866666666667	0.0	0.7157396666666666	0.07272066666666667	0.0	0.453366	0.0	68.02355366666666	0.16621066666666667	1.5191396666666668	1.0115656666666666	3.3612516666666665	0.014738333333333332	8.639432666666666	0.479908	0.026811666666666668	0.0	0.0	0.482497	0.062982	0.8891083333333333	1.131535666666667	0.12331733333333333	2.550778	0.13187800000000002	0.0	1.9581133333333334	0.585512	1.3024496666666667	0.6089893333333333	0.3077826666666667	0.012242999999999999	1.1550993333333335	0.0	5.5292303333333335
Butyrivibrio	0.0	0.681819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.129372	0.0	0.0	0.0	1.33916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.680066	0.0	0.0	0.0	0.0	0.0
Potyvirus	0.0	14.009711	5.998056	3.21068	8.043692	102.000002	0.0	0.731068	0.0	0.0	0.16699	0.0	0.776699	2.643688	90.646598	0.0	54.816499	43.628149	23.824265	11.090291	0.0	0.0	407.948687	18.507761	0.0	0.0	0.367961	0.194175	0.166019	0.38835	8.478645	0.0	0.164078	0.0	175.323344	0.0	0.321359	98.080595	9.340774	0.0	0.0	74.826207	61.975717	65.050477	0.0	4.072815	0.0	0.193204	0.0	0.0
Ab18virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161291	0.0	0.0	0.0	0.0	0.0	0.0	40.468547	0.0	0.0	0.0	40.550812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.512903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcep22virus	3.338597	1.265615	0.631435	0.0	1.320064	0.086937	0.0	0.0	0.438115	0.0	0.0	1.480668	0.132235	0.0	0.091284	0.286662	0.613361	1.831621	0.086937	2.377259	0.0	6.598715	0.0	2.693431	0.0	0.0	0.0	0.40723	0.036376	0.0	0.409517	1.32441	0.0	0.336765	0.222146	0.0	5.961792	0.478837	0.165866	0.044383	0.0	0.743537	0.0	0.045756	4.30268	0.0	0.0	0.0	0.0	0.0
Campylobacter	54.089859000000004	73.246395	114.327268	21.316139	36.352047999999996	5.003266	32.025279	0.0	17.368534	383.338676	369.846152	102.913422	29.374878	21.703274	26.142566	22.957768	44.863893000000004	23.532218	9.499563	31.13099	0.211194	7.642026	472.89506500000005	52.43853	237.013908	75.824698	121.825141	26.43731	636.049285	29.073922	21.289335	1.44245	32.771922	403.893642	9.313718	444.923319	265.950507	63.883866	200.461186	5.055968	1.6009419999999999	1.036959	41.383528999999996	71.96024	114.014819	206.844808	37.968149000000004	22.748682	0.986271	36.476252
Gammasphaerolipovirus	0.552939	0.4197184285714286	1.0370982857142859	0.3432605714285714	0.13237485714285716	2.4946832857142858	0.99998	3.299743	0.797257	6.359065428571428	36.165747	7.623014666666666	0.7057165714285715	0.44306871428571426	1.6908792857142856	6.910244952380952	0.29496014285714284	1.9349897142857142	1.7201089523809525	0.4393929523809524	3.475861571428571	0.1572265714285714	1.2545612857142856	0.08184014285714285	0.26207085714285716	0.425661	0.8780984285714286	0.884624	11.125294523809524	4.058991428571429	0.06071861904761905	0.39754742857142855	0.12913628571428573	2.487072571428571	32.66580880952381	0.43761114285714287	5.298828571428571	3.071411857142857	5.315487904761905	0.6950000952380953	0.06456814285714287	1.182958761904762	0.5827098571428572	0.03228414285714286	0.19165671428571432	4.2968355238095235	0.18821628571428572	0.18878485714285717	11.475065571428573	2.4185507142857143
Jimmervirus	0.03758	20.358782	0.0	0.06537	286.05619	0.0	0.026279	0.012549	0.0	123.012476	0.063925	0.02628	8.789828	0.0	0.0	0.01314	0.02628	28.373164	0.0	0.024506	0.0	120.328952	0.0	0.0226	0.0	0.714342	0.010972	0.0	0.0	0.0	0.0	0.026279	0.039419	0.03804	0.026214	0.0	0.078838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	126.230845
Cba41virus	0.1908064	0.030371799999999997	0.45982979999999996	0.088321	0.6982446	0.6794876	0.057834399999999994	0.007391	0.0	1.285366	0.46984519999999996	0.21230600000000002	0.1566448	0.168847	0.0	0.321064	0.0551874	0.014782	0.0911982	0.045438	0.7232078	0.0292682	0.022136	0.08436479999999999	0.036955	0.22320679999999998	0.43195360000000005	1.5502217999999999	0.0018950000000000002	0.361898	0.143398	0.000404	0.0155778	1.5514036	13.653227199999998	3.8118254	8.7063114	2.5197671999999995	0.5136364	0.6059006	0.1866592	0.43946500000000005	0.09460460000000001	0.0192458	0.08901780000000001	0.1462386	0.2043236	0.043348	2.380155	0.0
Dinodnavirus	0.0	0.0	0.0	0.0	0.0	0.050327	0.0	0.0	0.0	0.0	0.0	166.495973	0.0	2.298439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonas	0.0	0.009246416666666667	0.0	0.0	0.0	0.006566833333333333	0.014348541666666666	0.0	0.0	0.0	0.023837666666666663	0.0	0.0	0.0	0.0	0.0	0.004104291666666667	0.004957958333333333	0.0	0.0	0.0	0.024198874999999998	0.0	0.006566833333333333	0.0	0.0	0.012936708333333333	0.006566833333333333	0.019972875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.179439249999999
Bxz1virus	3.0768428723404257	0.8144798297872342	1.1976025957446808	1.2488937021276596	1.8789555744680853	2.5567387021276593	4.430655723404255	6.119582085106384	1.5075646808510637	16.116446787234043	6.737911999999999	2.4312739361702125	8.019919382978722	0.7558134468085106	2.6513868936170217	4.96608870212766	1.8227858297872337	1.9318808297872345	0.673535170212766	0.8615057659574469	4.6101111702127655	0.3701763829787233	8.999011829787236	1.1393685531914894	5.729622574468085	1.277138234042553	4.243380063829787	1.010138063829787	9.464709531914894	1.9905317659574464	0.7915394680851063	1.6024936382978723	0.3408577446808511	3.597580574468085	7.545322191489361	6.891430297872341	4.644012893617022	0.9027401276595746	3.915290808510638	2.3981441702127664	0.02941510638297872	0.3331891489361702	0.6463684893617022	3.097886978723404	2.04969485106383	3.3740032340425543	3.1892927234042556	0.8584084255319149	11.028356744680849	1.3384071702127662
Lambdavirus	9.915872548508759	121.74709612316224	7.407932068748802	3.0539136754307785	12.008111091951159	32.64712227146046	52.3392710738309	1066.2893065451308	10.154294628785015	88.06299743975137	19.040660652288597	26.86424740228133	28.24010721068217	3.912078876748501	16.82128008426284	106.30302359927899	2167.8142169754983	15.543785244349573	3.891374393661395	2.017262995187964	50.17487389160499	14.894945046384748	504.5399012342995	2.623130657239699	893.0046060545343	24.624831393173856	263.56791933426075	14.27497524186681	100.48672090984164	53.04712182082873	2.498221619252995	13.007764291847876	0.818401284371236	74.78167667297834	26.986176545726373	13.208537665519653	59.58636966639318	8.229863829603985	39.523430629873204	37.08846268827131	126.34231152057788	6.439131504201773	19.756746641607403	43.29226643659904	5.247424314760953	1441.8709891457313	13.386510423035176	57.90151610392643	275.73885100346445	235.30553814288663
Tsarbombavirus	0.0	0.0	0.0	0.0	1.18128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098522	0.985222	0.0	0.0	0.096552	9.107889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197044	0.0	1.567981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.394088	0.0	0.0	0.0	0.0	0.0	0.0
Trueperella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Norovirus	3.551931	1.1393563333333334	3.1127773333333333	0.35283966666666666	0.5220703333333333	3.908338333333333	3.278743	177.71222600000002	0.588903	4.612141666666667	28.625989000000004	0.38910400000000006	1.3827123333333333	1.4445666666666668	2.387712666666667	1.0572543333333333	0.38965333333333335	15.232216000000001	0.58825	4.510812333333333	1.7659686666666665	0.029891333333333336	1.9808966666666665	5.177365333333333	1.0889156666666666	1.0501696666666667	0.4000456666666667	1.2106000000000001	26.028947	2.3594536666666666	0.123201	9.415780999999999	0.9558620000000001	2.5231856666666665	1.021062	4.153661666666667	18.989266	0.023290333333333333	3.3616980000000005	3.3470766666666667	1.5600546666666668	0.239949	2.38272	0.649562	1.625873333333333	1.468255	1.4147870000000002	0.40921066666666667	15.543642666666665	9.523752333333332
Akkermansia	0.003263712171052632	0.18537838651315808	53.591053208881576	0.0041096595394736835	14.143381406249997	0.006985363486842105	0.006122592105263156	0.003084792763157895	0.0005399194078947369	0.002086368421052632	0.041359425986842134	0.07415436184210528	0.0012937713815789475	0.0006685707236842106	0.0010350986842105263	0.29202394572368423	0.08012359703947369	0.04135152796052631	0.1593320263157895	0.0016205180921052633	1.7236289506578948	13.171084391447366	0.0528080394736842	0.016802322368421045	0.37296993421052665	43.808055345394735	0.00604460032894737	0.6669005592105266	0.012742991776315785	35.71951918914471	0.04632071875000002	0.0019918421052631577	0.002583873355263158	0.07507599013157892	0.008961853618421051	21.387933200657915	0.06607119901315783	0.0017988075657894736	0.9915550937500006	32.555863888157916	605.1094933947371	0.13568653289473687	186.23782802467105	0.11726976151315785	0.008155300986842107	0.21855896381578946	1.2370250131578953	0.05628206907894738	0.9238951200657901	43.12520458388162
L5virus	0.652569	0.159204	0.102819	0.303483	1.106966	1.570481	1.718077	0.494196	0.946932	0.446102	3.249586	0.0	0.302653	0.0	0.331675	0.819237	0.144279	0.145108	0.165837	0.330845	9.641789	0.0	0.580431	0.0	5.211441	0.977611	0.456053	0.0	0.165837	3.682419	0.0	0.64262	0.0	1.514927	0.776121	7.733001	1.064677	0.0	1.241293	1.686569	0.0	0.0	8.966832	0.922886	1.398011	1.156716	0.160033	4.427034	4.568817	1.976784
T5virus	1.501285705882353	1.7517258823529411	43.40921555882353	0.15377676470588236	2.5947011764705885	2.967082985294118	13.122397779411767	0.023027941176470588	3.4410452352941174	2.5737636617647057	10.48314705882353	5.944522897058825	6.688900705882354	0.9502475882352942	5.557630235294118	1.3918071764705882	3.11397505882353	4.741607970588235	0.15330776470588234	0.8080932941176472	0.008567117647058824	1.480156779411765	11.150683705882352	5.7133885735294125	0.007858882352941176	1.1577322500000002	5.362382235294117	1.644844588235294	1.0662056470588237	7.215072294117648	2.011914573529412	1.8998534999999999	0.7508527058823529	0.9483991764705884	8.672383235294117	8.057750470588234	1.6557143676470587	2.481798970588235	2.5242108823529414	0.05622635294117648	0.022236	2.239765823529412	3.0397523529411767	2.0986251470588235	5.796563676470588	1.5186744117647057	0.36199535294117646	8.34730211764706	9.070492102941175	2.217959161764706
Silviavirus	0.0	0.0017726666666666665	0.0018293333333333332	0.0056289999999999995	0.04396233333333333	0.0	1.9874788333333333	0.0	0.0018856666666666666	0.0	0.0	0.0	9.498569333333332	0.0	0.010899666666666667	0.047602	0.2514385	0.0	0.0	0.1684215	0.0741055	0.27195233333333335	0.017499666666666667	0.08608683333333332	0.0018856666666666666	5.513143333333334	0.03216133333333333	0.12170699999999998	0.058007333333333334	0.012860666666666666	0.083158	0.0	0.0	0.0	16.697438000000002	5.029623	0.0	0.042105	11.750265	0.0	0.0	0.0	0.005657333333333334	0.051147	0.0	0.2105265	0.0	0.0	0.336842	0.10481533333333332
Malus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tin2virus	0.0	9.7372555	5.0427885	2.1549525000000003	9.158653000000001	116.420131	0.020623	0.5381145	0.0	0.019798	0.15500049999999999	0.0	0.1042215	4.095738	120.5870645	0.020623	53.078514	52.5117645	23.664435	13.820972	0.0	0.5556925	415.081029	19.814447	0.217329	0.0500105	0.504012	0.1834055	0.2784755	0.33547099999999996	7.019117	0.0	0.23534100000000002	0.0	176.73259050000001	0.12125949999999999	0.04073	113.216567	8.4833655	0.0	0.0	85.2478945	84.8939435	69.9756915	0.0	5.4177725	0.0	0.1793605	0.0	0.0
Raoultella	0.0	0.14688099999999998	0.0	0.0	0.11391599999999999	0.163661	0.0	133.586311	0.0	0.0	0.0	0.029771	0.0	0.0	0.017598	0.242252	0.142759	0.0	0.0	0.0	0.016542	0.0	0.335143	0.240879	6.723499	2.748288	0.043555	0.0	0.0	0.059244	0.0	0.0	0.0	0.587065	0.0	0.052794	2.812659	0.0	0.0	0.08708	0.92642	0.364348	0.029771	0.0	0.0	0.0	0.0	0.142007	0.0	0.027538
Anaerostipes	12.438454115789476	1.445523390350875	1.0739835763157894	0.8513399719298266	4.220882115789473	9.257615378070165	3.0808159500000034	0.31487177894736806	2.415897707017546	43.95797279122808	0.11147331578947367	1.0300988912280704	0.6257903859649113	2.199109870175442	5.4404960657894845	0.13845505526315804	0.9104307578947356	0.3534109263157893	0.7243004070175438	1.3304840368421047	43.309098613157836	0.4630893649122805	8.226437159649127	0.312069610526316	2.7734756973684185	0.9192509464912281	2.852420829824564	1.1585001815789466	71.21411491052626	5.186465664035087	0.48518136754385904	0.13921767807017546	3.583872948245611	0.4273309482456141	4.7966485482456145	14.90806212456142	0.5123675342105268	0.30369199298245647	1.0451937543859655	0.8868139649122808	0.1579652201754386	0.22350528947368423	2.4275999710526324	4.504669056140352	1.011048620175438	0.8892327982456147	19.726294349122803	2.043272978947367	97.79852103157882	1.4633051780701747
Trichomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcus	1.5428676502388232	61.610853116278754	12.906001613592755	7.420108163092739	40.02376287339114	18.939234204334774	50.39462555864062	0.49165038471742895	18.734103532349828	6.094832688828925	1.301810435985394	20.089650282698944	29.351839745249162	1.6584024353426177	52.10266831843748	37.96685695299908	24.184428826183407	4.292694986083655	0.7997967372307415	22.968386194530567	1.0372833656948186	1.544175570458198	130.37058693576063	5.72753168426367	10.435137976445512	2.3588023764033044	136.6314066754927	13.153091571568723	10.623655012062308	178.19811081700558	6.417849816819302	0.8763657954775151	1.1601455283570663	5.730761116555669	95.49818365203951	159.05893006326593	1.1497073428540032	16.557671431520745	38.61315928521592	1.4799678016430966	0.07280880544448998	3.5616304553902642	88.35528319934545	10.833151268123196	5.091715198290865	16.743690097519536	0.5758019522599378	10.388764691722761	3.434274510283402	52.73950432320475
Ruminiclostridium	0.021137802455357145	0.15349846093750003	8.21072465401785	0.22542416964285733	3.439897399553572	0.06405133482142858	0.21869091741071414	0.0007447879464285714	0.06092913058035715	0.11960066517857142	0.23778941852678573	0.10105966071428578	0.11605547544642857	0.03004651785714286	1.0682879207589289	0.09555941071428571	0.08824163839285715	0.06725768080357143	0.019854261160714284	0.010549614955357143	0.004165892857142858	0.044393810267857145	0.05959603348214286	0.24512134263392857	0.008010578125	0.04681332477678572	0.0698383392857143	0.24107017522321425	0.043215183035714276	0.7912312499999999	7.228235341517854	0.013174875000000003	0.9141334508928569	3.110320282366073	1.1186270212053568	0.045150401785714264	0.47008060714285715	0.13067279129464288	0.7967121763392863	0.009010844866071429	0.2656844955357143	0.027429340401785712	0.07949118973214286	0.1261915323660715	48.037908589285664	0.05741393526785714	0.015100873883928572	0.0057161919642857145	0.030745768973214276	0.23166063058035738
Prevotella	0.05523844619422572	1.6316556286089239	17.119610669291337	0.01575517716535433	0.19682614829396325	0.7182233385826772	0.0746605905511811	0.0002768635170603674	2.814886615485564	0.0009879107611548556	7.335769602362205	0.5692253963254594	0.0744005	0.3809350997375328	0.0	0.006605877952755906	0.14991789895013122	7.445021706036745	0.0008511076115485564	7.60127282808399	0.0004151535433070866	2.1376325892388452	0.42107138976377956	15.44759692257218	0.020350136482939627	7.759323658792653	8.426640419947507e-05	2.30495773097113	0.002661963254593176	28.93310218635171	0.00030091338582677167	0.13694024934383203	9.378024849081363	0.045506549868766406	0.001249200787401575	0.06251756167979003	0.06584533989501312	0.14229890157480313	0.05798169422572178	0.0	0.0007714816272965879	0.11154653937007875	0.0	0.02143898818897638	0.02899707217847769	0.005456513123359581	0.06273707742782152	0.1847738280839895	0.14528217979002625	0.09800108398950132
Iotatorquevirus	0.0	15.804092	0.223684	0.0	0.421053	0.26462	5.05263	162.81211	1.127924	18.163739	2.399854	3.854535	3.546052	0.438596	0.871345	11.545318	567.012441	1.018275	0.140351	0.0	5.831139	2.225879	91.517536	0.434211	201.165199	0.512428	42.199572	2.72734	12.2288	2.990498	0.438597	2.312868	0.146199	2.778508	0.437865	0.853071	4.519737	0.872807	6.495611	5.856723	17.213452	0.855994	1.606725	3.826755	0.699561	199.445907	1.529971	5.368423	32.728803	26.148389
Citrobacter	0.0	0.107516928320802	0.03807883333333333	0.0	0.3353148	0.0008567438596491228	0.0	3.126044552631579	0.0	0.0	0.027981582456140353	0.07341625463659147	0.0	0.8246549403508774	0.0	40.26837198796993	0.26831532781954887	0.07335836591478696	0.0	0.0006165719298245613	0.9463099456140351	0.0	0.02307802456140351	1.240952007017544	0.026454638596491224	0.05623453634085213	0.05376631378446115	0.012262157894736843	0.0007987438596491228	0.058049136340852125	0.0	0.0006471087719298246	0.0	0.0	0.0	0.009643536842105263	20.97378562406015	0.024796214035087718	0.0029879473684210523	0.22498502957393487	0.2720583984962405	0.15581733408521303	0.0	0.4668318333333334	0.0	0.004411150877192983	0.0005947929824561403	0.0	0.13654136491228067	0.0
Shigella	0.0	13.150691833333333	0.0	0.0	0.0	0.03499566666666667	0.0	8.701697000000001	0.0	0.0	0.0	0.15991166666666667	0.0	0.0	0.0	1.332046	0.0	0.034645666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.23989533333333335	0.10173700000000001	0.8821935000000001	0.05486633333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034645666666666665	0.0	0.261419	0.0	0.03429566666666667	0.0	0.0	0.46121866666666667	0.0	0.0	0.4624665	0.0	0.0	0.0
Alphabaculovirus	0.005653363636363637	0.5626141818181818	0.12789336363636367	0.39080590909090906	0.8324081818181819	0.4451264545454545	8.839284363636363	54.27239718181818	0.13571236363636363	33.325444545454545	0.30240772727272724	0.9103377272727273	10.465316636363635	0.09190318181818181	5.320433545454545	14.328365363636365	0.03191845454545455	16.013544	0.009711545454545455	0.005554	0.7586788181818181	0.723060909090909	0.7946107272727274	5.047759363636364	9.917863727272728	0.40635999999999994	9.803400818181817	0.046927818181818175	1.3937287272727275	0.29538472727272724	2.485997090909091	0.8550717272727272	0.0	0.24983127272727274	0.08999209090909091	0.3652024545454545	3.1912842727272723	0.42429527272727274	0.6252689090909089	0.12105954545454546	2.1436465454545455	0.22015	0.23593818181818182	0.15521300000000002	0.11614527272727272	0.03440072727272727	0.16539700000000002	3.7812749090909095	0.18867545454545454	0.4028847272727273
Spbetavirus	3.464624875	11.186647	61.072716625	24.93177225	24.851600875000003	27.306718999999998	12.064789375	18.05670775	9.238206375	56.02528925	10.815341	16.570426625	5.430142	4.9484085	13.714682	2.70296175	1.814072125	2.5982576249999996	11.01695275	11.794923125	56.084764625	1.089885375	86.77121075	4.7841895	16.066748625000002	17.669222375	13.74896175	42.578896875	52.365958	23.22705225	3.5633291249999997	0.619495	1.013793	33.99043825	6.832978375	38.3624765	16.521531875	7.136227625	38.697380124999995	10.227887375	4.063001625	2.4815645	11.661427125	14.574274875	29.075327875	3.53130075	5.06361875	5.06418425	16.07142025	14.6384985
Gemella	0.0	0.0	0.6063455000000001	0.0	0.0	0.778769	0.0	0.054585	3.1694500000000003	0.10917	1.4841705	0.198413	0.582173	0.198412	0.0	0.0	0.0	0.644863	0.0	0.5327515	0.0	0.0	0.0	0.0	1.7868465	0.729317	0.171527	3.172622	0.0	0.41648050000000003	0.0	0.396826	0.781746	2.505145	0.0	0.30294350000000003	3.02282	0.0	0.0	0.051037	0.0	0.0	0.0	29.6055915	0.0	0.244069	0.1091705	0.0	0.392857	0.75
Rothia	13.620332	0.0	0.1877921666666667	0.31265933333333334	1.1427767500000001	1.7155785000000001	0.07278025	0.21484333333333336	1.4383095	0.148297	0.9783718333333333	2.1149323333333334	0.0	4.236410666666667	16.393711	3.6139930833333334	7.166654333333334	11.315177333333333	2.135526666666667	0.055509333333333334	0.42979008333333335	0.23336	3.9908084999999995	0.38741699999999996	9.534438666666667	1.8004620000000002	6.603723333333335	5.894339083333334	0.529683	1.5412813333333333	0.77765525	0.0	2.7622203333333335	8.936017000000001	2.764236	0.0	3.5013270000000003	2.8267306666666663	4.270079333333333	0.0	0.0	4.924183416666667	0.06289933333333333	7.079070166666666	0.066594	1.2279541666666667	0.0	0.0	1.1630966666666667	2.533649
Dialister	0.00685474255319149	0.006176363829787234	0.8942393808510638	0.0006291425531914893	0.020264127659574468	1.2707727425531918	0.0009365212765957447	0.007354942553191486	1.8281105468085102	0.00018779148936170215	0.08615611702127662	0.0024100085106382976	0.0007040212765957447	0.01231368936170213	0.001532391489361702	0.006653442553191488	0.0025930744680851066	0.41919564680851046	0.0028802340425531916	0.9953480063829795	0.0017604617021276597	0.003745408510638298	0.005351565957446808	0.0002696957446808511	0.36054739787234064	0.6834644425531914	0.02586634255319147	1.6750095468085107	0.004852425531914894	1.2007446680851062	0.0005600148936170213	1.913695304255319	0.08975534468085107	0.0001459	0.004337287234042553	0.006460551063829787	0.652347589361702	0.0032104255319148935	0.008669231914893617	0.00017909574468085107	0.00021844468085106383	0.004223606382978723	0.0	1.6728745276595736	0.0	0.003385497872340426	0.0035950021276595742	0.003644493617021277	0.0063274914893617015	0.011769525531914892
Varicellovirus	0.0314985	7.628687666666668	1.0895896666666667	0.0	3.1530458333333335	0.352816	3.7626565	99.404182	0.5564236666666666	9.305369166666667	1.8572251666666668	2.2429513333333335	2.003831	0.3692488333333333	0.2635538333333333	13.502600666666666	247.82942983333336	3.5210089999999994	0.017647	0.07365283333333333	4.893304166666666	0.7951571666666667	48.27816633333333	1.0640733333333332	124.75106483333333	6.903782333333333	26.70377516666667	0.7865586666666666	4.5638171666666665	2.1987438333333333	0.19407716666666666	1.0449031666666666	1.3016366666666666	42.4950655	0.03734833333333334	0.41132833333333335	13.902508	0.5515519999999999	2.6873688333333337	3.8420066666666663	15.091844	2.0288155	0.8011328333333334	1.5125031666666668	0.19848599999999997	137.735355	1.1188451666666668	3.3834316666666666	20.923268166666666	14.709597
