familly	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Anelloviridae	0.0	15.804092	0.223684	0.0	0.421053	0.26462	5.05263	162.81211	1.127924	18.163739	2.399854	3.854535	3.546052	0.438596	0.871345	11.545318	567.012441	1.018275	0.140351	0.0	5.831139	2.225879	91.517536	0.434211	201.165199	0.512428	42.199572	2.72734	12.2288	2.990498	0.438597	2.312868	0.146199	2.778508	0.437865	0.853071	4.519737	0.872807	6.495611	5.856723	17.213452	0.855994	1.606725	3.826755	0.699561	199.445907	1.529971	5.368423	32.728803	26.148389
Brachyspiraceae	0.0	24.688129	42.37911	0.286123	9.125901	0.0	0.572245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.490705	0.0	0.0	0.0	13.95565	0.0	0.0	0.286123	0.0	3.422032	6.128753	0.0	0.286123	0.0	0.0	0.0	0.0	0.286123	4.529327	0.0	0.0	0.0	0.0	0.0	0.286123	0.0	2.560801
Polydnaviridae	0.0	0.0	0.0	0.0	2.846275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.500794	0.0	0.0	0.0	0.0	0.0	0.0	0.29477	0.0	0.316957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ascoviridae	0.0	4.270792	0.477231	0.0	0.4068	0.0	2.622953	0.0	0.121433	0.0	0.0	2.762598	0.0	0.485731	0.242866	0.0	0.0	3.436554	5.527627	0.0	10.155429	0.0	0.0	3.555551	0.721918	1.030358	0.0	1.934425	0.234366	2.423193	0.691561	4.964787	0.0	6.522161	0.0	0.364299	0.0	2.041894	2.682453	0.0	0.0	0.464481	0.0	0.0	0.0	0.0	0.0	0.120826	0.0	3.361871
Poaceae	0.027026372549019607	0.0	0.006048607843137255	0.0	0.0	0.18216259215686276	0.0	0.021734549019607845	0.0	0.02631135294117647	0.0	0.1437956	0.0729928	0.0	0.39648900000000004	0.11378515686274511	0.0039537450980392155	0.0	0.0	0.0	0.14931261960784312	0.0	0.0	0.0	0.46644199999999997	0.0	0.2870491607843137	0.0061660000000000005	0.07008301960784313	0.011994039215686274	0.0	0.0	0.0	2.5615436000000003	0.0064187843137254895	0.004719117647058823	0.24660227450980393	0.131579	0.0	0.0013871764705882354	0.011193803921568626	0.0	0.0	0.002599450980392157	0.0	0.0	0.09983329019607842	0.0	20.81287191372549	0.3579599411764706
Micrococcaceae	13.620332	0.0	0.1877921666666667	0.31265933333333334	1.1427767500000001	1.7155785000000001	0.07278025	0.21484333333333336	1.4383095	0.148297	0.9783718333333333	2.1149323333333334	0.0	4.236410666666667	16.393711	3.6139930833333334	7.166654333333334	11.315177333333333	2.135526666666667	0.055509333333333334	0.42979008333333335	0.23336	3.9908084999999995	0.38741699999999996	9.534438666666667	1.8004620000000002	6.603723333333335	5.894339083333334	0.529683	1.5412813333333333	0.77765525	0.0	2.7622203333333335	8.936017000000001	2.764236	0.0	3.5013270000000003	2.8267306666666663	4.270079333333333	0.0	0.0	4.924183416666667	0.06289933333333333	7.079070166666666	0.066594	1.2279541666666667	0.0	0.0	1.1630966666666667	2.533649
Reoviridae	0.3499663333333333	2.5121476666666664	13.024653	0.072004	0.16617833333333334	2.660769	7.540956666666666	323.22624533333334	0.0	0.0	48.974096	0.14509333333333335	7.094679666666667	0.779102	10.210274333333334	0.135699	0.149489	39.150137	0.20693633333333333	8.045928333333334	0.099531	0.030540666666666664	0.38218966666666665	17.477122666666666	0.095324	0.259487	0.07273566666666667	229.860528	16.88912	3.1993366666666665	4.942724	15.485082666666669	54.36013233333333	0.397778	13.454262333333332	1.248459	32.44471299999999	0.292826	0.8548446666666665	0.21912966666666667	0.0	12.639254	2.533611333333333	0.7475149999999999	6.896683666666667	0.11362866666666666	0.07703533333333333	0.5317846666666667	0.31543333333333334	20.212477
Geminiviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.281949999999998	0.0	6.7369275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1142544999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011418	0.0	0.0
Cyprinoidea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcaceae	12.280126503875968	3.3498020106079145	10.428173318237455	8.524383398204813	16.043534298245614	8.695616448388412	9.568519453284374	6.2905414186046515	3.2965383851489194	59.10698821868623	4.742322457364341	7.754530086087312	7.474276968992248	2.8079165246838027	9.900629432884537	5.680717531619746	4.055751919624643	2.5046359028967773	2.80198095879233	2.515073991024072	18.74536251203591	1.1798672325581394	21.52243954100367	4.089020040391678	6.927349844961239	3.034009948184415	4.668427172990615	12.5849039249286	13.17555889473684	15.213205519379844	2.9569356344349242	2.9551432015503876	0.8726289571603427	9.965822408404732	23.084118554875566	31.423707538555686	11.664718860465118	4.003833062831498	9.050378955936349	7.35243357772338	4.177040786617708	2.8083766956344354	3.1678581619747046	8.392132253365972	6.695756959608323	8.201052449612405	4.914819388820889	1.3446752558139534	26.629512524683804	4.782822373317011
